id	label	premise	hipothesis
2875	Entailment	A group of boys are playing with a ball in front of a large wooden door.	A lot of boys are playing with a ball in front of a large wooden door.
2876	Entailment	A man is mixing vegetables in a pan	Vegetables are being mixed in a pan by a man
2877	Entailment	A lot of boys are playing with a ball in front of a large wooden door.	Children are playing in front of a large door.
2878	Entailment	A man is playing a harp	The man is playing a harp
2879	Entailment	The dog is pushing a boy into the water	A boy is being knocked over by the dog
2880	Entailment	A small child is climbing a climbing wall within a covered area.	A young child is climbing a climbing wall that is in a covered area.
2881	Entailment	A dog is quickly running uphill	A dog is running uphill
2882	Entailment	A black and a white dog are running happily in the grass.	A dog, which has black fur, and a white dog are running on the grass.
2883	Entailment	A girl in strange clothes is riding the bicycle	The bike is being pedaled by a girl in a weird outfit
2884	Entailment	A black sheep is standing near three white dogs	A black sheep is standing next to three white dogs
2885	Entailment	A child is sitting in a red and yellow toy car	A child is sitting in a red and yellow colored toy car
2886	Entailment	A hungry man eats a bowl of cereal	The man is eating cereal
2887	Entailment	The young girl in a pink dyed shirt is quietly lying on the grass	The young girl with pink shirt is quietly lying on the grass
2888	Entailment	The person is writing with a pencil	The person is writing
2889	Entailment	A concentrated woman is playing the flute	A woman is playing a flute
2890	Entailment	Military officer is shouting at recruits	Military officer is shouting at recruits
2891	Entailment	A girl in a band is playing the flute	A girl in a band is playing an instrument
2892	Entailment	A man is slicing a fish	A fish is being cut by a man
2893	Entailment	Two women are dancing happily	Two women are dancing
2894	Entailment	The three men are dancing	Some men are dancing.
2895	Entailment	An electronic keyboard is being played by a man	A man is playing an electronic keyboard.
2896	Entailment	A clown is singing and people are dancing	A costumed artist is singing and people are dancing
2897	Entailment	One woman is quickly snowboarding downhill and another woman is standing behind her	One woman is snowboarding downhill and another woman is standing behind her
2898	Entailment	Three men and one woman are standing for a photo	One woman and three men are posing for the picture.
2899	Entailment	An oriental lady is cutting a carrot into thin pieces	A woman is slicing a carrot
2900	Entailment	A wee dog is lying in bed	A little dog is lying in a bed
2901	Entailment	A woman is rubbing a zucchini with a vegetable brush	The person is rubbing a zucchini
2902	Entailment	A man is cutting an onion	A man is chopping an onion
2903	Entailment	A person is chopping a red onion	A person is chopping an onion
2904	Entailment	A gray dog is jumping towards a black and white dog in the soft snow	A gray dog is jumping towards a black and white dog in the snow.
2905	Entailment	A tiger is anxiously walking around a cage.	A tiger is walking around the cage.
2906	Entailment	A woman is receiving volleyball balls from another woman	One woman is handing volleyballs to another woman
2907	Entailment	Some women are holding hands in a circle and are dancing	A small group of women are holding each other and dancing together.
2908	Entailment	Some water is being drunk casually by a cat.	Some water is being drunk by a cat
2909	Entailment	Someone is putting ingredients in a wok	Someone is putting ingredients in the frying pan
2910	Entailment	The puppy is playing with a plastic container	The puppy is playing with a container made of plastic.
2911	Entailment	Two dogs are running and carrying a toy in their mouths	Two dogs are running and carrying an object in their mouths
2912	Entailment	A small boy in red clothes is jumping in the air	A small boy in red-dyed clothes is jumping in the air
2913	Entailment	A woman is casting a shadow	The shadow is being passed by a woman
2914	Entailment	The woman is stirring meat in a bowl	The lady is stirring meat in a bowl
2915	Entailment	The person in the blue jacket is wearing a colorful helmet	A person in a blue jacket is wearing a colorful helmet
2916	Entailment	A man is standing near a large and colorful bird cage.	A man is standing next to a bird cage.
2917	Entailment	A soccer player is scoring a goal	Soccer players are kicking a soccer ball in the goal
2918	Entailment	A man, a woman and two girls are walking on the beach.	A group of people are near the sea.
2919	Entailment	Young boys are posing with a green soccer ball in the park	Young children are posing with a green field soccer ball in a park
2920	Entailment	Wee kids are climbing a statue in a park	Little children are climbing a statue in the park.
2921	Entailment	The boss is carefully pouring oil into a frying pan	The chef is carefully pouring oil into the frying pan
2922	Entailment	The cat is playing with a watermelon	A cat is playing with a watermelon
2923	Entailment	A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man.	A man and a woman are standing on the sidewalk.
2924	Entailment	A man is playing keyboards	A man is playing an instrument
2925	Entailment	Two men, a woman, and two young boys are standing idly in front of a large gathering of people outside a building.	Two men, a woman, and two young boys are standing in front of a large group of people outside a building.
2926	Entailment	A wild deer is jumping over a fence	A deer is jumping over a fence
2927	Entailment	A dog, which is brown, and one that is black, are running in the grass.	A dog, which is brown, and a black are running on the grass.
2928	Entailment	A little boy is standing in the woods	The wee boy is standing in the forest
2929	Entailment	A boy is playing a guitar	A child is playing the guitar
2930	Entailment	The woman is slicing a tomato	Someone is cutting a tomato
2931	Entailment	A man and a woman are walking through a wooded area.	A man and a woman are walking through the wooded area.
2932	Entailment	A man is playing a guitar	Someone is strumming the guitar
2933	Entailment	A young couple is lying in a bed together	A young couple is lying in bed
2934	Entailment	A brown and white dog is playing on the lawn.	A brown and white dog is playing in the grass
2935	Entailment	A dirty soccer ball is rolling into the goal net	A soccer ball is rolling in the net
2936	Entailment	A little oil is being poured over the tomatoes by a man	The man is pouring some oil on the tomatoes
2937	Entailment	A mask is being held by a man in his raised hand.	A man is holding a mask in his raised hand.
2938	Entailment	The man is riding a horse	A man is riding a horse
2939	Entailment	A woman is cutting a potato	A woman is slicing a potato
2940	Entailment	A small dog is running on the beach	The little dog is running in the sand
2941	Entailment	A child is waking up slowly.	A child is waking up
2942	Entailment	The man is doing floor exercises	A person is doing exercises.
2943	Entailment	The woman is adding sugar to the meat	A woman is adding spices to some meat
2944	Entailment	The man is playing the guitar	A man is playing the guitar
2945	Entailment	A man is opening a box with a knife.	A man is using a knife to open a box.
2946	Entailment	A man and a woman walk through wooded areas together	A man and a woman are walking through the wooded area.
2947	Entailment	A man is playing an electric guitar.	A man is playing a guitar
2948	Entailment	A handstand is being held by a man on the beach.	A man is holding a handstand at the beach
2949	Entailment	A woman is wearing costume and paint and is riding a bicycle on an empty street.	A girl in strange clothes is riding the bicycle
2950	Entailment	A man in a red shirt is doing a trick with a skateboard.	A man in a red shirt is doing a trick with the skateboard
2951	Entailment	A man is walking slowly in the woods	A man is walking in the woods
2952	Entailment	Two men in a race are turning the tires of a tractor	Two people in a race are turning the tires of a tractor
2953	Entailment	A man is drawing a picture	The person is drawing
2954	Entailment	A girl with red hair and red eyebrows is in the middle of a conversation	A girl with red hair and red eyebrows is talking
2955	Entailment	A band is performing on stage	A band is playing on stage.
2956	Entailment	A panda is climbing	Some panda is climbing
2957	Entailment	A man is sprinkling cheese on a pizza.	A man is putting some cheese on a pizza
2958	Entailment	A lion is tiredly walking anxiously in a cage.	The lion is tired walking anxiously in the cage.
2959	Entailment	A young man is pushing a motocross bike up a dirt hill	A young man is taking a motocross motorcycle up a dirt hill
2960	Entailment	The badger is digging a hole	A hole is being dug by the badger
2961	Entailment	A tiger is roaming around	A tiger is walking around
2962	Entailment	A black dog and a white dog are fighting each other on the floor.	A black dog and a white dog are fighting on the floor.
2963	Entailment	Two people wearing helmets are driving over yellow and white flowers	Two people wearing helmets are driving over white and yellow flowers
2964	Entailment	A dog is taking a stick from very clean water	A dog is taking a piece of wood from the clear water.
2965	Entailment	A child is smiling at the camera and swimming under water	A child is smiling at the camera and swimming under the water
2966	Entailment	Women are wearing bunny ears and running numbers and are curiously pointing to something far away.	Women are wearing bunny ears and running numbers and are pointing to something far away.
2967	Entailment	A man is playing field soccer	A man is playing a game with a ball.
2968	Entailment	Two men are fighting	Some men are fighting
2969	Entailment	A man is sitting on a boat facing the sunset near a flag	A man is in a boat in front of the sunset
2970	Entailment	The man is riding a horse near a stream	A horse is being mounted in a creek by a man
2971	Entailment	A white dog is standing on the leaves on the ground.	A white dog is standing in the leaves on the ground.
2972	Entailment	Three men are practicing karate in a field	Three men are practicing karate outdoors
2973	Entailment	An onion is being cut by a woman	A woman is cutting an onion
2974	Entailment	A boy is standing in front of the blue building in the space reserved for disabled people.	A boy is standing in front of the blue-painted building in the space reserved for people with disabilities.
2975	Entailment	A woman is wearing a blue helmet and is riding a bicycle in a parking lot.	The woman is wearing a blue helmet and is cycling in a parking lot
2976	Entailment	The wave is being surfed by the surfer	A surfer is riding the wave
2977	Entailment	The tail of an animal is being chased by a dog in the grass	A dog is chasing an animal&#39;s tail in the grass
2978	Entailment	One girl is jumping off a rock and another is standing on the rock	One girl is jumping from a rock and another is standing on the rock
2979	Entailment	A person wearing jeans is sitting happily on top of a horse saddle	A person wearing jeans is sitting on top of a horse saddle
2980	Entailment	The man is carelessly spreading the butter on a slice of garlic bread	A man is carelessly spreading butter on a garlic bread.
2981	Entailment	A person is climbing a rock with a rope, which is pink.	A man is climbing the cliff with a rope.
2982	Entailment	A man is shooting with a shotgun.	A man is shooting with a gun.
2983	Entailment	A person is dicing an onion	A person is chopping an onion
2984	Entailment	A boy in a white t-shirt is splashing water in the shallows	A child in a white t-shirt is splashing water in the shallows
2985	Entailment	A woman is squeezing juice from a lemon.	The woman is squeezing juice from a lemon
2986	Entailment	A tiger is walking aimlessly	A tiger is wandering aimlessly
2987	Entailment	The woman is walking a dog down the street	The woman is walking the dog
2988	Entailment	A man is carrying a rifle with bullets.	A man is carrying a gun with bullets.
2989	Entailment	A golden-haired dog is swimming awkwardly in the water.	A golden-haired dog is swimming by the water
2990	Entailment	A surfer is riding a big wave through the dark green water	The surfer is riding a big wave
2991	Entailment	A group of men are playing field soccer at the beach	A group of men are playing with a ball at the beach
2992	Entailment	Four Middle Eastern children, three girls and one boy, are climbing into the cave with a pink interior.	The cave with pink interior is being climbed by four Middle Eastern children, three girls and a boy.
2993	Entailment	A man is playing a big flute	A man is playing a flute
2994	Entailment	The light brown dog is running up the street	A light brown dog is running up the street
2995	Entailment	Quads are being driven by three people	Three people are driving ATVs
2996	Entailment	A man is shooting with a shotgun.	A man is firing a gun
2997	Entailment	A tower is being seen by a blonde lady	A blonde lady is looking at a tower
2998	Entailment	A man is playing the guitar	A man is playing the guitar
2999	Entailment	Rhino is grazing in the grass	The animal is grazing in the grass
3000	Entailment	The person is walking	The person is walking
3001	Entailment	A small girl is playing a very large piano on the stage.	A small girl is playing the piano
3002	Entailment	The man is splashing water with a water gun in the dog&#39;s mouth	A man is sneezing with a cup of water in the dog&#39;s mouth
3003	Entailment	A person is cutting an onion	That person is cutting an onion
3004	Entailment	The wee boy is playing with the dog	A wee boy is playing with a dog
3005	Entailment	Cheerleaders are parading and wearing black, pink and white uniforms	Cheerleaders are parading and wearing uniforms that are black, pink and white
3006	Entailment	A man is sitting on the floor in a room and is strumming a guitar	The man is sitting on the floor in a room and strumming a guitar
3007	Entailment	A little child in a pink sweater is climbing a concrete staircase.	A small child in a pink sweater is climbing a concrete ladder.
3008	Entailment	The black dog is climbing a rock	A rock is being climbed by the black dog
3009	Entailment	A child is playing the guitar	The guitar is being played by a child
3010	Entailment	A red obstacle is being jumped by a big brown dog	A brown dog is jumping over a red obstacle
3011	Entailment	A woman is chopping onions	A woman is chopping onion
3012	Entailment	The woman is dancing	A woman is dancing
3013	Entailment	A woman is slicing a pepper that is big	A woman is slicing a large pepper.
3014	Entailment	A kitten is playing with a toy made of blue rope.	A kitten is playing with a blue toy rope
3015	Entailment	A very long-haired dog and a red outfit is running in the grass	The red-haired dog is running in the field
3016	Entailment	A paper plate is being cut by a man	The man is cutting a paper plate
3017	Entailment	The man is playing the guitar	The person is playing the guitar
3018	Entailment	A man is holding a small animal in one hand.	A man is holding a tiny animal in one hand
3019	Entailment	A woman is walking on a city street	A woman is walking on a road
3020	Entailment	The lion is tired walking anxiously in the cage.	A lion is tiredly walking anxiously in a cage.
3021	Entailment	The bread is being sliced by a man	The man is slicing bread
3022	Entailment	Someone is cleaning an animal	Someone is sanitizing an animal
3023	Entailment	A boy is hitting a man with a plastic sword	A boy is hitting a man with a sword
3024	Entailment	Someone is cutting a tomato	A guy is cutting a tomato
3025	Entailment	An instrument is being played by a woman in a red dress	A woman in a red dress is playing an instrument
3026	Entailment	A person is pouring oil made with olives into a pan on the stove	A person is pouring cooking oil into a pan
3027	Entailment	A small boy is playing the guitar	A young boy is playing the guitar
3028	Entailment	Different things from a war are being shown to some people by a veteran.	A veteran is showing different things from a war to some people.
3029	Entailment	A black dog is playing with a brown dog in the sand	A brown dog and a black dog are playing in the sand
3030	Entailment	A frog is being carelessly held by a man	A man is carelessly holding a frog
3031	Entailment	A woman is casting a shadow	A woman is putting on makeup
3032	Entailment	Someone is reading the email	A person is reading the email
3033	Entailment	The black dog is playing with the brown dog in the sand	A black dog is playing with a brown dog in the sand
3034	Entailment	A cyclist is pedaling over the top of a fence	The cyclist is pedaling over the top of a fence
3035	Entailment	A man is playing the drums	A man is playing the instrument
3036	Entailment	A man is riding a bicycle	A bicycle is being pedaled by a man
3037	Entailment	A group of friends are sailing the current in a dinghy	The stream is being sailed by a group of friends in a dinghy
3038	Entailment	An aircraft is taking off	A plane is taking off
3039	Entailment	A man is cutting a paper board.	A paper plate is being cut by man
3040	Entailment	A woman is boiling pasta in the water	The person is boiling noodles
3041	Entailment	Three people are driving ATVs	Quads are being driven by three people
3042	Entailment	A girl dressed in purple and blue is walking slowly beside her bicycle at night.	A girl dressed in purple and blue is riding beside her bike at night
3043	Entailment	The man is running on the road	A man is running on the road
3044	Entailment	Two men are competing in a tire race	Two men are competing in a tire competition
3045	Entailment	The woman is playing the flute	A woman is playing a flute
3046	Entailment	The small boy with brown hair is jumping from a brown chair to the floor	A young boy is jumping fast from a chair
3047	Entailment	The piece of paper is being cut	Someone is cutting some paper with scissors
3048	Entailment	The woman is playing with two young boys in a park	A woman is playing with two young boys in a park
3049	Entailment	A man is wearing clothes that are covered with paint and is sitting in a busy area writing something.	A man in paint-covered clothes is sitting outside in a busy area writing something.
3050	Entailment	The girl is riding a horse	The horse is being ridden by the girl
3051	Entailment	A woman is pouring ingredients into a bowl.	Ingredients are being poured into a bowl by a woman.
3052	Entailment	A very long-haired dog is being displayed by a woman at a dog show	A woman is showing a very longhaired dog in a dog show
3053	Entailment	A man is exercising	A man is doing exercises.
3054	Entailment	One daughter is being pushed by her father in a go-cart and another girl is watching	One father is pushing his daughter in a go-cart and another girl is watching
3055	Entailment	A woman is cutting a tomato	A woman is slicing a tomato
3056	Entailment	Brown dogs are playing fighting on the sandy shore	Brown dogs are playfully fighting on the beach sand
3057	Entailment	A rabbit is playing with a stuffed rabbit	A hare is playing with a stuffed rabbit
3058	Entailment	A woman without shoes is sitting with a blanket under a lilac umbrella	A barefoot woman is sitting on a blanket under a lilac umbrella
3059	Entailment	A dog is gathering a flock of white sheep on a dusty farm	A dog is herding a group of white sheep on a dusty farm
3060	Entailment	The young girl with pink shirt is quietly lying on the grass	The young girl in a pink dyed shirt is quietly lying on the grass
3061	Entailment	A man is talking to the woman who is sitting next to him and is driving a car	A woman is driving a car and is talking to the man who is sitting next to her
3062	Entailment	A black dog is jumping from a cylindrical hay bale	A black dog is jumping from a cylindrical hay bale
3063	Entailment	Some bearded man is standing near a shopping cart and is holding a cardboard sign.	A bearded man is standing near a shopping cart and is holding a cardboard sign.
3064	Entailment	The woman is slicing a clove of garlic	A woman is slicing a clove of garlic
3065	Entailment	Pasta is being boiled in water by a woman	A woman is boiling pasta in the water
3066	Entailment	A big dog is running on the grass with a tennis ball in its mouth	An oversize dog is running on the grass with a tennis ball in its mouth
3067	Entailment	A man is cutting a box.	A box is being cut by a man
3068	Entailment	A man and a woman are having a conversation.	A man and a woman are talking
3069	Entailment	An elegant woman is inside a crowd of people and is looking down.	A woman dressed in elegant clothes is inside a crowd of people and is looking down.
3070	Entailment	Three infants are running downhill	Three kids are running down the hill
3071	Entailment	Brown dog and red dog are playing on the beach	A brown dog and a red dog are having fun on the beach.
3072	Entailment	A cyclist is jumping in the air alone	A lonely cyclist is jumping in the air
3073	Entailment	A dog that is furry and black is in a backyard and is carrying a basket in its mouth.	A dog that is furry and black is in the yard and is carrying a basket in its mouth.
3074	Entailment	A big jump is being performed by a man	The man is making a big leap
3075	Entailment	Someone is cutting a tomato	Someone is slicing a tomato
3076	Entailment	A black and white dog is playing with a tattered volleyball ball in a brown field.	A black and white dog is playing with a withered volleyball
3077	Entailment	Oil is being poured into a sautese by a man	A man is pouring oil into a sautese
3078	Entailment	A rhino is grazing in a field	Rhino is grazing in the grass
3079	Entailment	A man is wearing a straw hat and smoking a cigarette.	A person is wearing a straw hat and smoking a cigarette.
3080	Entailment	Football is being played by two competing teams	Two teams are competing in a soccer match
3081	Entailment	The man is sprinkling cheese on pizza	A man is putting some cheese on a pizza
3082	Entailment	A man is playing a guitar	Someone is playing the guitar
3083	Entailment	This cat is playing with a watermelon	The cat is playing with a watermelon
3084	Entailment	The crowd is watching a soccer game	A soccer game is being watched by the crowd
3085	Entailment	A young girl is standing in a group and is wearing a black shirt and pink beads	A girl is standing in a group and is wearing a black shirt and pink beads
3086	Entailment	A dress that is black, red, white and pink is being worn by a woman	A black, red, white and pink dress is being worn by a woman.
3087	Entailment	A woman is casting a shadow	A woman is putting makeup on her eyelid
3088	Entailment	A group of race dogs are wearing striped uniforms and are running down the track.	A group of dogs bred for running are wearing striped uniforms and are running along the way.
3089	Entailment	A snowboarder is spinning around a snowdrift	Snowboarder is spinning in the air over a snowdrift
3090	Entailment	Two men and a girl in front of a wooden wall are posing with funny faces	Two men and a girl in front of a wooden wall are making funny faces
3091	Entailment	The red and brown dog is sticking its muzzle inside a gift bag	A red and brown dog is sticking its muzzle in the gift bag.
3092	Entailment	An onion is being cut by a man	A man is cutting an onion
3093	Entailment	A person in a blue jacket is jumping off a tall concrete wall	A person in a blue jacket is jumping from a high cement wall.
3094	Entailment	The plane, which is South African, is flying in a blue sky.	South African plane is flying in the blue sky
3095	Entailment	Snowboarder is jumping off a snow covered hill	Snowboarder is jumping from the snow.
3096	Entailment	Some people are walking through the snow of a beautiful snowy landscape.	Some people are going through the snow landscape which is beautiful and snowy
3097	Entailment	A man is following a woman through the woods	The man and the woman are walking
3098	Entailment	A soccer player is scoring a goal	A soccer player is scoring a goal
3099	Entailment	Two cats are fighting each other playfully	Two cats are fighting each other
3100	Entailment	A cartoon plane is landing	A plane is landing
3101	Entailment	The shadow is being passed by a woman	A woman is casting a shadow
3102	Entailment	A boy in a blue shirt has dirt on his face	A boy in a blue-dyed shirt has dirt on his face
3103	Entailment	The small child is singing and playing guitar	A baby is playing a guitar
3104	Entailment	A kitten is eating	Some kittens are eating.
3105	Entailment	A man is having fun with the water	A man is playing with water
3106	Entailment	The food in the trays is being eaten by the puppies	Some kittens are eating.
3107	Entailment	Two men are fighting in a cow pasture	Two men are fighting in a cow pasture
3108	Entailment	A man in paint-covered clothes is sitting outside in a busy area writing something.	A man is wearing clothes that are covered with paint and is sitting in a busy area writing something.
3109	Entailment	A blonde woman is sitting on the roof of a yellow vehicle and two people are inside	A woman with blond hair is sitting on the roof of a yellow vehicle and two people are inside
3110	Entailment	A man with climbing equipment is hanging on a rock, which is vertical and white.	A man with climbing gear is hanging on a vertical white rock
3111	Entailment	The man is riding a bike in the snow and is wearing a red jacket	The cyclist is riding a bike in the snow and wearing a red jacket
3112	Entailment	Several people are eating at red tables in a crowded restaurant with purple lights	Several customers are eating in a crowded restaurant with purple lights
3113	Entailment	A large white crane is flying near the water.	A large white crane is flying near the water.
3114	Entailment	The man is eating cereal	Cereal is being eaten by man
3115	Entailment	The guitar is being played by a child	A child is playing the guitar
3116	Entailment	The man is abruptly knocked off a horse	The man is being knocked off the horse
3117	Entailment	The drums are being played by man	A man is playing the drums
3118	Entailment	A man is making a speech at a podium	A man is speaking at a podium
3119	Entailment	A child with blond hair is holding a yellow bottle	A blonde child is holding a yellow bottle
3120	Entailment	A small girl wearing a pink shirt is playing t-ball and bouncing	A small girl in a pink shirt is playing t-ball and bouncing
3121	Entailment	The rescue boat, which is orange, is running through the water.	Orange rescue boat is running through the water
3122	Entailment	A race car driver is standing and fiercely pointing his hand to the sky.	A race car driver is standing and pointing his hand to the sky
3123	Entailment	Two little boys are playing outside with a soccer ball on the green grass	Kids are playing outside with a soccer ball on the green grass
3124	Entailment	A fish is swimming	Some fish are swimming
3125	Entailment	People are sitting around a campfire at night.	People are clustered around a campfire at night
3126	Entailment	The brown dog and the gray dog are playing in the snow	A brown dog and a gray dog are playing in the snow.
3127	Entailment	A woman is talking to a man	A man is talking to a woman
3128	Entailment	A keyboard is being played by a man	A man is playing the keyboard
3129	Entailment	A girl in a black hat is wearing a bikini at the beach	The girl in the black hat is wearing a bikini on the beach
3130	Entailment	A man is preparing a plate	A man is preparing some dish
3131	Entailment	A man is riding a mountain bike down a dirt hill	A person is riding a mountain bike downhill
3132	Entailment	Two people are looking at a statue made of gold.	Two people are looking at a golden statue
3133	Entailment	The man is abruptly knocked off a horse	Someone is falling off a horse
3134	Entailment	A small boy with brown hair is jumping from the brown chair to the floor.	A young boy is jumping from a chair
3135	Entailment	A white cat perched on a tiny wooden closet is looking out the window.	The cat perched on the table is looking curiously out the window
3136	Entailment	An old woman is wearing a shirt with a rose pattern and is clumsily carrying two newspapers.	An old woman is wearing a shirt with rose patterns and is clumsily carrying two newspapers.
3137	Entailment	A person is pouring olive oil into a pan on the stove	A person is pouring cooking oil into a pan
3138	Entailment	A man is cooking a snake	A man is roasting a snake
3139	Entailment	A man wearing a dyed black shirt is sitting at the table and laughing	A black shirt is being worn by a man who is sitting at the table and laughing
3140	Entailment	A young girl is using sign language	A girl is using sign language
3141	Entailment	A man is playing the guitar	A man is playing a guitar
3142	Entailment	A pencil is being sharpened by the machine	A machine is sharpening a pencil
3143	Entailment	A rock is being climbed by the black dog	The black dog is climbing a rock
3144	Entailment	A woman is dancing and singing with other women	Some women are dancing and singing.
3145	Entailment	A rhino, which is a cub, is walking through the corral with its mother.	A baby rhino is walking around a cage with its mother
3146	Entailment	A person is writing	A person is writing something down with a pencil.
3147	Entailment	Two women are wearing bikinis and are walking on the sand	Two women are wearing bikinis on the sandy beach
3148	Entailment	An outdoor ice skating park is full of people	The outdoor ice skating rink is full of people
3149	Entailment	The panda bear is resting on the logs	The panda bear is lying on the trunks
3150	Entailment	A man is showing a wee monkey	A man is displaying a wee monkey
3151	Entailment	A man is resting on a chair and rubbing his eyes.	A man is sitting on a chair and rubbing his eyes.
3152	Entailment	A group of people are holding drinks and pointing at the camera.	Drinks are being held by people pointing at the camera.
3153	Entailment	A yellow kayak is being sailed by a man and a young boy	A man and a young boy are riding in a yellow kayak
3154	Entailment	A skateboarder is performing stunts on the track.	A skateboarder is doing tricks on a track.
3155	Entailment	A boy is looking closely at the calendar	A boy is checking a calendar
3156	Entailment	A black and white dog with a large branch is running on the grass.	A black and white dog is carrying a big stick in the green grass
3157	Entailment	A brown and white dog is playing in the grass	A dog is playing in the green grass
3158	Entailment	A man is holding a mask in his raised hand.	A mask is being held by a man in his raised hand.
3159	Entailment	Children in red shirts are playing in the leaves	Kids in red shirts are playing in the leaves
3160	Entailment	A child is practicing with an instrument.	A child is playing an instrument
3161	Entailment	A man is spreading butter on a large loaf of bread	A large piece of bread is having butter passed by a man
3162	Entailment	A man is riding a horse	The person is riding a horse
3163	Entailment	A family is watching a small boy who is hitting a baseball	A family is watching a boy hitting a baseball
3164	Entailment	Broccoli are being cut by a woman	A woman is cutting broccoli
3165	Entailment	A man is dangerously throwing knives at the tree.	A man is dangerously throwing knives at a tree.
3166	Entailment	The man is playing the piano with his nose	A man is touching the keyboard with his nose
3167	Entailment	Orange juice is being drunk by a man who is walking on a sunny day.	A man is drinking orange juice and walking on a sunny day.
3168	Entailment	Men are putting luggage in the trunk of a car	Men are putting luggage in the trunk of a car
3169	Entailment	A woman is driving a car and is talking to the man who is sitting next to her	The woman and the man are traveling by car
3170	Entailment	An aircraft is taking off	A plane is taking off
3171	Entailment	Sign language is being used by a young girl	A young girl is using sign language
3172	Entailment	One person, who is topless and with a backpack, stands in front of a pile of rocks and clouds in the background.	A topless person with a backpack stands in front of a pile of rocks and clouds are in the background.
3173	Entailment	Pedestrians and cars are moving through a traffic jam in the big city	Pedestrians and cars are moving through a traffic jam in a big city
3174	Entailment	A man is climbing the cliff with a rope.	A man is climbing a cliff with a rope.
3175	Entailment	A woman in purple clothes is taking a bicycle between two stone columns	A woman in a purple blouse is riding a bicycle between two stone columns.
3176	Entailment	Young girl is blowing a bubble that is big	The girl, who is young, is blowing a bubble that is huge
3177	Entailment	A large group of cheerleaders are walking in a parade.	Many cheerleaders are walking in the parade
3178	Entailment	The elephant is being ridden by the woman	The woman is riding elephant
3179	Entailment	A woman in a dyed yellow shirt is surfing on a pink surfboard.	A woman in a yellow shirt is surfing on a pink board
3180	Entailment	One dog is chasing another and is holding a piece of wood in its mouth	One dog is chasing another and is holding a stick in its mouth
3181	Entailment	A small child in a pink sweater is climbing a concrete ladder.	A little child in a pink sweater is climbing a concrete staircase.
3182	Entailment	A group of soccer players are running on the field.	A group of people playing soccer are running on the field.
3183	Entailment	A potato is being cut by a man	A man is cutting a potato
3184	Entailment	Hay is being eaten by a cow	A cow is eating grass
3185	Entailment	A man is breaking tiles with his hands.	Tiles are being broken with his hands by a man
3186	Entailment	A girl is combing her hair	A girl is combing her hair
3187	Entailment	Four people are walking on the beach	A group of people are on a beach
3188	Entailment	A blonde child is holding a yellow bottle	A child with blond hair is holding a yellow bottle
3189	Entailment	A flute is being played adorable by a girl	A woman is playing the flute
3190	Entailment	A black dog is jumping from a rock in a pond	A black dog is jumping from a dock into the water
3191	Entailment	A boy is looking at a calendar	The boy is examining a calendar
3192	Entailment	A person is slicing an onion	An onion is being sliced by one person
3193	Entailment	The woman is cutting cooked octopus	A woman is cutting an octopus
3194	Entailment	The pepper is being sliced by a woman with a knife	A woman is slicing a green pepper
3195	Entailment	A man and a woman are walking through the woods	The man and the woman are walking through the woods
3196	Entailment	A monkey is kicking a person	A person is being kicked by a monkey
3197	Entailment	Cereal is being eaten by man	The man is eating cereal
3198	Entailment	A soccer player is kicking the ball into the goal	A person playing field soccer is kicking a ball to the goal
3199	Entailment	A flute is being played by a girl	A girl is playing a wind instrument
3200	Entailment	A man is pushing the buttons of a microwave	The buttons of a microwave are being pressed by a man
3201	Entailment	A dog is opening a can of food	A dog is biting a can
3202	Entailment	A man is opening a tiny package containing headphones	A man is opening a package containing headphones
3203	Entailment	Garlic is being diced by a woman	A woman is chopping garlic
3204	Entailment	The squirrel is running in circles.	A squirrel is running in circles.
3205	Entailment	A silky gray dog is sleeping in the grass and a brown dog is looking	A gray silky dog is lying on the grass and a brown dog is looking
3206	Entailment	Four Middle Eastern children, three girls and one boy, are climbing into the cave with a pink interior.	A group of children are playing in a structure that is colorful.
3207	Entailment	A man and a woman are walking pleasantly.	A woman and a man are walking
3208	Entailment	A dog is in the sand that is spreading in the air	A dog is in the sand being blown by the wind
3209	Entailment	Two dogs are running fast through a park	Two animals are running through the park
3210	Entailment	A man is carrying a tree.	A tree is being picked up by a man
3211	Entailment	A woman is clumsily putting meat in a frying pan	Meat is being poured into a frying pan
3212	Entailment	A woman is sewing with a machine	A woman is using a sewing machine.
3213	Entailment	A brown dog is running down a snowy path	A dog is running on a snowy path.
3214	Entailment	A young girl is sitting in a bathing suit	A young girl is sitting in a swimming outfit
3215	Entailment	A man is passionately playing a guitar.	Some man is passionately playing a guitar
3216	Entailment	A man is jumping in an empty swimming pool	A man is jumping in an empty pool
3217	Entailment	Two men are standing near the water and are holding fishing rods	Two men are holding fishing rods
3218	Entailment	The brown-haired dog is playing outdoors	The brown dog is playing outdoors
3219	Entailment	A man is wearing a protective helmet and dancing.	A man with a hard hat is dancing
3220	Entailment	A man and a woman are walking through the wooded area.	A man and a woman are walking through a wooded area.
3221	Entailment	People are walking down a busy street.	People are walking down a crowded street
3222	Entailment	Two panda bears are lying together.	Two pandas are lying together.
3223	Entailment	Meat is being minced to pieces by a woman	A lady is cutting meat into pieces
3224	Entailment	A young woman is playing the guitar	A girl is playing the guitar
3225	Entailment	The man is lifting weights	The weights are being lifted by the man.
