id	label	premise	hipothesis
3080	4.8	Football is being played by two competing teams	Two teams are competing in a soccer match
3081	4.7	The man is sprinkling cheese on pizza	A man is putting some cheese on a pizza
3082	4.6	A man is playing a guitar	Someone is playing the guitar
3083	5.0	This cat is playing with a watermelon	The cat is playing with a watermelon
3084	5.0	The crowd is watching a soccer game	A soccer game is being watched by the crowd
3085	4.5	A young girl is standing in a group and is wearing a black shirt and pink beads	A girl is standing in a group and is wearing a black shirt and pink beads
3086	4.9	A dress that is black, red, white and pink is being worn by a woman	A black, red, white and pink dress is being worn by a woman.
3087	4.3	A woman is casting a shadow	A woman is putting makeup on her eyelid
3088	4.7	A group of race dogs are wearing striped uniforms and are running down the track.	A group of dogs bred for running are wearing striped uniforms and are running along the way.
3089	4.9	A snowboarder is spinning around a snowdrift	Snowboarder is spinning in the air over a snowdrift
3090	4.8	Two men and a girl in front of a wooden wall are posing with funny faces	Two men and a girl in front of a wooden wall are making funny faces
3091	5.0	The red and brown dog is sticking its muzzle inside a gift bag	A red and brown dog is sticking its muzzle in the gift bag.
3092	4.9	An onion is being cut by a man	A man is cutting an onion
3093	4.9	A person in a blue jacket is jumping off a tall concrete wall	A person in a blue jacket is jumping from a high cement wall.
3094	4.9	The plane, which is South African, is flying in a blue sky.	South African plane is flying in the blue sky
3095	4.6	Snowboarder is jumping off a snow covered hill	Snowboarder is jumping from the snow.
3096	5.0	Some people are walking through the snow of a beautiful snowy landscape.	Some people are going through the snow landscape which is beautiful and snowy
3097	4.0	A man is following a woman through the woods	The man and the woman are walking
3098	4.7	A soccer player is scoring a goal	A soccer player is scoring a goal
3099	4.4	Two cats are fighting each other playfully	Two cats are fighting each other
3100	4.4	A cartoon plane is landing	A plane is landing
3101	5.0	The shadow is being passed by a woman	A woman is casting a shadow
3102	4.7	A boy in a blue shirt has dirt on his face	A boy in a blue-dyed shirt has dirt on his face
3103	3.8	The small child is singing and playing guitar	A baby is playing a guitar
3104	4.8	A kitten is eating	Some kittens are eating.
3105	4.5	A man is having fun with the water	A man is playing with water
3106	4.4	The food in the trays is being eaten by the puppies	Some kittens are eating.
3107	4.9	Two men are fighting in a cow pasture	Two men are fighting in a cow pasture
3108	4.8	A man in paint-covered clothes is sitting outside in a busy area writing something.	A man is wearing clothes that are covered with paint and is sitting in a busy area writing something.
3109	4.5	A blonde woman is sitting on the roof of a yellow vehicle and two people are inside	A woman with blond hair is sitting on the roof of a yellow vehicle and two people are inside
3110	4.8	A man with climbing equipment is hanging on a rock, which is vertical and white.	A man with climbing gear is hanging on a vertical white rock
3111	4.4	The man is riding a bike in the snow and is wearing a red jacket	The cyclist is riding a bike in the snow and wearing a red jacket
3112	4.6	Several people are eating at red tables in a crowded restaurant with purple lights	Several customers are eating in a crowded restaurant with purple lights
3113	4.9	A large white crane is flying near the water.	A large white crane is flying near the water.
3114	5.0	The man is eating cereal	Cereal is being eaten by man
3115	4.8	The guitar is being played by a child	A child is playing the guitar
3116	4.3	The man is abruptly knocked off a horse	The man is being knocked off the horse
3117	5.0	The drums are being played by man	A man is playing the drums
3118	4.8	A man is making a speech at a podium	A man is speaking at a podium
3119	4.9	A child with blond hair is holding a yellow bottle	A blonde child is holding a yellow bottle
3120	4.9	A small girl wearing a pink shirt is playing t-ball and bouncing	A small girl in a pink shirt is playing t-ball and bouncing
3121	5.0	The rescue boat, which is orange, is running through the water.	Orange rescue boat is running through the water
3122	4.6	A race car driver is standing and fiercely pointing his hand to the sky.	A race car driver is standing and pointing his hand to the sky
3123	4.4	Two little boys are playing outside with a soccer ball on the green grass	Kids are playing outside with a soccer ball on the green grass
3124	4.9	A fish is swimming	Some fish are swimming
3125	4.8	People are sitting around a campfire at night.	People are clustered around a campfire at night
3126	5.0	The brown dog and the gray dog are playing in the snow	A brown dog and a gray dog are playing in the snow.
3127	4.5	A woman is talking to a man	A man is talking to a woman
3128	5.0	A keyboard is being played by a man	A man is playing the keyboard
3129	4.9	A girl in a black hat is wearing a bikini at the beach	The girl in the black hat is wearing a bikini on the beach
3130	5.0	A man is preparing a plate	A man is preparing some dish
3131	4.7	A man is riding a mountain bike down a dirt hill	A person is riding a mountain bike downhill
3132	4.5	Two people are looking at a statue made of gold.	Two people are looking at a golden statue
3133	4.4	The man is abruptly knocked off a horse	Someone is falling off a horse
3134	4.2	A small boy with brown hair is jumping from the brown chair to the floor.	A young boy is jumping from a chair
3135	4.0	A white cat perched on a tiny wooden closet is looking out the window.	The cat perched on the table is looking curiously out the window
3136	4.8	An old woman is wearing a shirt with a rose pattern and is clumsily carrying two newspapers.	An old woman is wearing a shirt with rose patterns and is clumsily carrying two newspapers.
3137	4.3	A person is pouring olive oil into a pan on the stove	A person is pouring cooking oil into a pan
3138	4.7	A man is cooking a snake	A man is roasting a snake
3139	4.7	A man wearing a dyed black shirt is sitting at the table and laughing	A black shirt is being worn by a man who is sitting at the table and laughing
3140	4.6	A young girl is using sign language	A girl is using sign language
3141	4.9	A man is playing the guitar	A man is playing a guitar
3142	4.2	A pencil is being sharpened by the machine	A machine is sharpening a pencil
3143	4.9	A rock is being climbed by the black dog	The black dog is climbing a rock
3144	4.8	A woman is dancing and singing with other women	Some women are dancing and singing.
3145	4.8	A rhino, which is a cub, is walking through the corral with its mother.	A baby rhino is walking around a cage with its mother
3146	4.6	A person is writing	A person is writing something down with a pencil.
3147	4.4	Two women are wearing bikinis and are walking on the sand	Two women are wearing bikinis on the sandy beach
3148	4.9	An outdoor ice skating park is full of people	The outdoor ice skating rink is full of people
3149	4.7	The panda bear is resting on the logs	The panda bear is lying on the trunks
3150	4.6	A man is showing a wee monkey	A man is displaying a wee monkey
3151	4.3	A man is resting on a chair and rubbing his eyes.	A man is sitting on a chair and rubbing his eyes.
3152	4.8	A group of people are holding drinks and pointing at the camera.	Drinks are being held by people pointing at the camera.
3153	4.9	A yellow kayak is being sailed by a man and a young boy	A man and a young boy are riding in a yellow kayak
3154	4.6	A skateboarder is performing stunts on the track.	A skateboarder is doing tricks on a track.
3155	4.4	A boy is looking closely at the calendar	A boy is checking a calendar
3156	4.2	A black and white dog with a large branch is running on the grass.	A black and white dog is carrying a big stick in the green grass
3157	4.2	A brown and white dog is playing in the grass	A dog is playing in the green grass
3158	5.0	A man is holding a mask in his raised hand.	A mask is being held by a man in his raised hand.
3159	4.9	Children in red shirts are playing in the leaves	Kids in red shirts are playing in the leaves
3160	4.5	A child is practicing with an instrument.	A child is playing an instrument
3161	4.7	A man is spreading butter on a large loaf of bread	A large piece of bread is having butter passed by a man
3162	4.6	A man is riding a horse	The person is riding a horse
3163	4.6	A family is watching a small boy who is hitting a baseball	A family is watching a boy hitting a baseball
3164	4.8	Broccoli are being cut by a woman	A woman is cutting broccoli
3165	5.0	A man is dangerously throwing knives at the tree.	A man is dangerously throwing knives at a tree.
3166	4.5	The man is playing the piano with his nose	A man is touching the keyboard with his nose
3167	5.0	Orange juice is being drunk by a man who is walking on a sunny day.	A man is drinking orange juice and walking on a sunny day.
3168	4.9	Men are putting luggage in the trunk of a car	Men are putting luggage in the trunk of a car
3169	4.4	A woman is driving a car and is talking to the man who is sitting next to her	The woman and the man are traveling by car
3170	4.9	An aircraft is taking off	A plane is taking off
3171	4.9	Sign language is being used by a young girl	A young girl is using sign language
3172	5.0	One person, who is topless and with a backpack, stands in front of a pile of rocks and clouds in the background.	A topless person with a backpack stands in front of a pile of rocks and clouds are in the background.
3173	5.0	Pedestrians and cars are moving through a traffic jam in the big city	Pedestrians and cars are moving through a traffic jam in a big city
3174	4.9	A man is climbing the cliff with a rope.	A man is climbing a cliff with a rope.
3175	5.0	A woman in purple clothes is taking a bicycle between two stone columns	A woman in a purple blouse is riding a bicycle between two stone columns.
3176	4.9	Young girl is blowing a bubble that is big	The girl, who is young, is blowing a bubble that is huge
3177	4.8	A large group of cheerleaders are walking in a parade.	Many cheerleaders are walking in the parade
3178	4.8	The elephant is being ridden by the woman	The woman is riding elephant
3179	4.6	A woman in a dyed yellow shirt is surfing on a pink surfboard.	A woman in a yellow shirt is surfing on a pink board
3180	4.6	One dog is chasing another and is holding a piece of wood in its mouth	One dog is chasing another and is holding a stick in its mouth
3181	4.8	A small child in a pink sweater is climbing a concrete ladder.	A little child in a pink sweater is climbing a concrete staircase.
3182	4.8	A group of soccer players are running on the field.	A group of people playing soccer are running on the field.
3183	4.7	A potato is being cut by a man	A man is cutting a potato
3184	4.1	Hay is being eaten by a cow	A cow is eating grass
3185	4.9	A man is breaking tiles with his hands.	Tiles are being broken with his hands by a man
3186	4.6	A girl is combing her hair	A girl is combing her hair
3187	4.6	Four people are walking on the beach	A group of people are on a beach
3188	4.9	A blonde child is holding a yellow bottle	A child with blond hair is holding a yellow bottle
3189	3.7	A flute is being played adorable by a girl	A woman is playing the flute
3190	4.5	A black dog is jumping from a rock in a pond	A black dog is jumping from a dock into the water
3191	4.5	A boy is looking at a calendar	The boy is examining a calendar
3192	5.0	A person is slicing an onion	An onion is being sliced by one person
3193	4.2	The woman is cutting cooked octopus	A woman is cutting an octopus
3194	4.9	The pepper is being sliced by a woman with a knife	A woman is slicing a green pepper
3195	5.0	A man and a woman are walking through the woods	The man and the woman are walking through the woods
3196	4.9	A monkey is kicking a person	A person is being kicked by a monkey
3197	5.0	Cereal is being eaten by man	The man is eating cereal
3198	4.9	A soccer player is kicking the ball into the goal	A person playing field soccer is kicking a ball to the goal
3199	4.4	A flute is being played by a girl	A girl is playing a wind instrument
3200	4.8	A man is pushing the buttons of a microwave	The buttons of a microwave are being pressed by a man
3201	3.3	A dog is opening a can of food	A dog is biting a can
3202	4.3	A man is opening a tiny package containing headphones	A man is opening a package containing headphones
3203	4.8	Garlic is being diced by a woman	A woman is chopping garlic
3204	4.6	The squirrel is running in circles.	A squirrel is running in circles.
3205	4.5	A silky gray dog is sleeping in the grass and a brown dog is looking	A gray silky dog is lying on the grass and a brown dog is looking
3206	3.785	Four Middle Eastern children, three girls and one boy, are climbing into the cave with a pink interior.	A group of children are playing in a structure that is colorful.
3207	4.9	A man and a woman are walking pleasantly.	A woman and a man are walking
3208	4.8	A dog is in the sand that is spreading in the air	A dog is in the sand being blown by the wind
3209	4.5	Two dogs are running fast through a park	Two animals are running through the park
3210	4.65	A man is carrying a tree.	A tree is being picked up by a man
3211	4.2	A woman is clumsily putting meat in a frying pan	Meat is being poured into a frying pan
3212	5.0	A woman is sewing with a machine	A woman is using a sewing machine.
3213	4.5	A brown dog is running down a snowy path	A dog is running on a snowy path.
3214	4.5	A young girl is sitting in a bathing suit	A young girl is sitting in a swimming outfit
3215	4.9	A man is passionately playing a guitar.	Some man is passionately playing a guitar
3216	4.8	A man is jumping in an empty swimming pool	A man is jumping in an empty pool
3217	4.4	Two men are standing near the water and are holding fishing rods	Two men are holding fishing rods
3218	4.8	The brown-haired dog is playing outdoors	The brown dog is playing outdoors
3219	4.7	A man is wearing a protective helmet and dancing.	A man with a hard hat is dancing
3220	4.5	A man and a woman are walking through the wooded area.	A man and a woman are walking through a wooded area.
3221	4.815	People are walking down a busy street.	People are walking down a crowded street
3222	5.0	Two panda bears are lying together.	Two pandas are lying together.
3223	4.8	Meat is being minced to pieces by a woman	A lady is cutting meat into pieces
3224	4.5	A young woman is playing the guitar	A girl is playing the guitar
3225	4.9	The man is lifting weights	The weights are being lifted by the man.
3226	4.9	The woman is playing the flute	The flute is being played by the woman
3227	4.9	Eggs are being cracked in a bowl by a woman	A woman is cracking eggs in a bowl
3228	5.0	A parrot is talking	The parrot is talking
3229	4.4	The woman is frying a breaded pork chop	A woman is cooking a pork chop that is breaded
3230	4.7	The woman is catching and holding a kangaroo baby	A woman is holding and holding a kangaroo, which is a baby, in her arms.
3231	4.7	A man is burying a basketball in the basket and a crowd is in the background.	The player is burying the basketball and a crowd is in the background
3232	4.9	A woman in a red dress is playing an instrument	An instrument is being played by a woman in a red dress
3233	4.8	Two people wearing snow clothes are on the ground making snow angels	Two people in snow clothes are lying in the snow and are making snow angels
3234	4.65	Two people are sitting on lawn chairs and are reading books.	Some people are sitting on lawn chairs and are reading books.
3235	3.9	A dog is pushing a small child into a rain puddle	The dog is pushing a boy into the water
3236	4.4	The man is seasoning the sausages	The man is seasoning the meat
3237	4.8	Men are fighting their fists in a ring	Two men are fighting their fists in a ring
3238	4.9	Some cat is playing with a watermelon	A cat is playing with a watermelon
3239	3.9	The blonde girl is dancing in front of the stereo	The outfit in front of the dancing blonde girl is playing
3240	5.0	The person is brushing a cat	A person is brushing a cat
3241	4.9	The man in the white hat is playing the guitar on stage	A man in a white hat is playing guitar on the stage.
3242	4.8	One boy is jumping off a platform and two other boys are standing and watching	One boy is jumping off a platform and two other boys are standing and staring at him.
3243	4.3	The man is riding a horse near a stream	A horse is being ridden by a man
3244	4.8	A woman is collecting tap water in a mug	A woman is collecting water from a tap in a mug
3245	4.5	A black cat is swinging on a fan	A cat is swinging on a fan
3246	4.8	A person is folding a piece of paper.	Someone is folding a piece of paper.
3247	4.8	A man is dancing	A man is performing a dance
3248	4.8	A black dog is jumping from one hay ball to another hay ball	A black dog is jumping from one hay ball to another hay ball
3249	4.8	An old woman is wearing a shirt with rose patterns and is clumsily carrying two newspapers.	An old woman is wearing a shirt with a rose pattern and is clumsily carrying two newspapers.
3250	4.4	The man is eating	The person is eating
3251	4.5	Snowboarder is jumping over from white snow.	Snowboarder is boldly jumping over white snow
3252	3.2	A person is kicking a soccer ball between the feet	There&#39;s no person kicking a soccer ball between someone&#39;s legs
3253	3.6	The woman is adding sugar to the meat	Woman is not adding sugar to meat
3254	4.4	A child is hitting a baseball	A boy is hitting a baseball
3255	2.5	A dog next to a tree, which is probably a pine tree, is biting a bucket.	A dog that is furry and black is in a backyard and is carrying a basket in its mouth.
3256	3.2	A woman is slicing a potato	A woman is slicing a carrot
3257	2.7	A lemur is eating	The animal with big eyes is sleeping
3258	4.4	A small girl is playing a very large piano on the stage.	A small girl is playing a grand piano on stage
3259	2.7	The girl in blue and white uniform is not cheering	A girl in blue uniform is raising her arm
3260	3.8	A man is frying a tortilla	There&#39;s no man frying a tortilla
3261	3.0	A man is sprinkling spice on several sliced and buttered breads.	A man is slicing some garlic and saving the bread
3262	2.3	A brown dog is helping another animal in front of the pants man	Two dogs are fighting and hugging
3263	3.6	The man is not cutting a paper board	A man is cutting a paper board.
3264	1.6	A crowd of people are near the water.	A group of children wearing the same clothes are waiting at a gate and one is kissing their mother
3265	3.1	There is no dog running and carrying an object in its mouth	One dog is chasing another and is holding a stick in its mouth
3266	3.3	A woman is slicing a green pepper	The woman with the knife is not slicing a pepper
3267	3.5	A black helmet is being worn by a man pushing a bike	A biker is wearing a gear that is black
3268	4.1	Some kids are jumping on a trampoline.	Two boys are playing on a trampoline
3269	2.6	A sitting woman is singing a song and playing the guitar	A woman on a rock is lying on a blanket and reading a book.
3270	3.75	A dog is pushing a small child into a rain puddle	The dog is not pushing the boy in the water
3271	4.4	There&#39;s no man riding a mechanical bull	A man is riding a mechanical bull.
3272	4.3	One is carefully slicing a potato	The man is slicing the potato
3273	2.4	A man is dancing	A man is singing passionately
3274	3.6	A white man is strolling a dog through the brown water with difficulty	A white and brown dog is struggling through the water
3275	3.0	The woman wearing silver pants with pink bell-bottom and a red scarf is happily riding a bicycle	A woman wearing a pink boa is riding a bicycle across a pedestrian bridge
3276	2.4	A man is singing passionately	A man is dancing
3277	2.0	A man is dangerously extracting knives from a tree.	The man is doing a magic trick
3278	2.5	A person is slicing a carrot into pieces	A person is gathering pieces of an onion
3279	3.3	A man is still	A man is dancing
3280	4.2	A man is getting in a car	A man is getting into a car in a garage
3281	3.6	Someone is feeding an animal	No one is feeding an animal
3282	3.7	A man is pouring a plate of grated cheese into a sauce pan	The lady is adding cheese to the sauce
3283	4.2	An animal is rolling around in the garden	A dog is rolling around
3284	2.7	A cat is moving away from some corn	A cat is eating some corn
3285	4.4	A woman is slicing a carrot	An oriental lady is cutting a carrot into thin pieces
3286	4.4	A man is playing an instrument	A man is playing the guitar
3287	2.9	Four people are floating in a dinghy	People are rowing near a dinghy being sailed
3288	1.0	A man is stroking an alligator in the mouth	Chopped vegetables are being poured into a pan on the stove by one person
3289	3.4	Some horses are competing furiously on the green grass and jumping over an obstacle.	Some frantic runners on the green grass are screaming at the horses jumping over an obstacle.
3290	3.7	A man is chopping a log with an ax	The man is chopping a tree trunk with an ax
3291	1.45	Guitar is being played by two men	Two men are talking
3292	3.1	A dog that has brown and white fur is trotting in the shallows	There are no white and brown dogs struggling anxiously in the water.
3293	2.7	A woman with a ponytail is climbing a stone wall	A man with climbing gear is standing under a vertical white rock.
3294	3.5	Some men are dancing.	Some women are dancing.
3295	3.1	A man is putting garlic on some bread slices	There&#39;s no man sprinkling spice on many buttered slices of bread.
3296	4.4	A man is pointing at a car.	A man is pointing to a silver sedan
3297	3.6	There&#39;s no monkey wading through a swamp	A monkey is wading through the swamp
3298	4.0	A person is raising a steak with water	A man is washing a large piece of meat.
3299	3.1	A woman with a ponytail is climbing a stone wall	A man with climbing equipment is hanging on a rock, which is vertical and white.
3300	4.2	A woman is putting on makeup	A woman is putting on lipstick
3301	3.0	A group of children are playing in the house and there are no men standing in the background.	Young boys are playing outdoors and the man is smiling nearby
3302	3.4	A man is riding a bicycle	A man is stopping the bike
3303	3.665	A brown dog is helping another animal in front of the pants man	A brown dog is attacking another animal in front of the man in pants
3304	2.5	A woman is slicing a tomato	A woman is chilling a potato
3305	1.8	The elephant is being ridden by the woman	A person is recklessly riding a horse
3306	3.4	The women are dancing outside	There are no groups of people dancing
3307	2.95	Two cats are playing with a red ball.	Two brown dogs are playing a red ball and are playing in the grass
3308	3.8	The girl in the red shirt is blowing a bubble	A young girl is blowing a bubble that is very tiny
3309	1.1	A man is kicking a ball	A man is mixing the contents of a bowl.
3310	3.3	A woman is catching and holding a baby kangaroo in her arms.	A woman is releasing a kangaroo baby from her arms.
3311	3.5	The paper is being cut with scissors	The piece of paper is not being cut
3312	3.1	A man is leading the race	Some men in a competition are running outdoors.
3313	2.4	Two kids are hanging on a large branch	Two kids and an adult are not standing near a tree branch
3314	4.3	A flute is being played by a man	A flute is not being played by a man
3315	4.5	A wee boy is playing with a dog	A baby is happily playing with a dog
3316	1.0	A truck is rapidly climbing a hill	Some water is being drunk by a cat
3317	3.9	Two young women are fighting in a kickboxing fight	Two people are fighting kickboxing and spectators are watching
3318	1.1	A man is mixing the contents of a bowl.	A man is kicking a ball
3319	3.1	There is no man pushing the buttons on a microwave	A man is pushing the buttons of a microwave
3320	3.4	A flute is being played by a girl	There&#39;s no woman playing a flute
3321	3.6	A man is outside and is throwing blades at a nearby target	The man is throwing knives at the tree.
3322	2.1	A man is riding a motorcycle	The horse is being ridden by a man
3323	3.4	A man is taking pictures of a lake	The man is setting up the camera and taking pictures of the sunset at the beach
3324	1.0	There&#39;s no man sitting in the chair	The little girl is combing her hair in a ponytail
3325	3.8	A cat is crawling under a piece of furniture	A cat is not crawling under furniture
3326	2.6	Two dogs are sleeping near a tree	One dog is jumping high in the air and another is watching
3327	4.4	The person is eating	A man is eating some food
3328	4.0	The turtle is not following the fish	The turtle is following the fish
3329	1.5	A man is opening a package containing headphones	A man is singing and playing the guitar
3330	4.7	A man is spitting	A man is spitting on the floor
3331	1.0	Chopped vegetables are being poured into a pan on the stove by one person	A man is stroking an alligator in the mouth
3332	4.1	A child is hitting a baseball	A family is watching a small boy who is hitting a baseball
3333	1.7	An animal is resting	A squirrel is running in circles.
3334	3.4	A man is playing tape in a cut out box	A man is cutting a box.
3335	4.1	The cyclist is performing a trick in the air.	A man is doing a trick with a bike in midair
3336	3.2	A man is playing an electronic keyboard.	There&#39;s no man playing an electronic keyboard
3337	3.9	A dog in the yard is carrying black fur in the basket in its mouth.	A dog that is furry and black is in a backyard and is carrying a basket in its mouth.
3338	2.4	The boy is not playing the piano happily	A piano is being played by a man
3339	4.5	The deer is jumping over a fence	A wild deer is jumping over a fence
3340	3.8	Several ferrets are climbing out of the cage	Several ferrets are climbing into the cage.
3341	2.7	A sleigh is full of children	A boy on a snow-covered hill is wearing a red blouse and a black hat and sliding on his knees.
3342	3.0	A woman is slicing a potato	The man is slicing vegetables
3343	2.1	A man is playing two keyboards.	A cat is playing a keyboard
3344	3.0	A player is running with the ball	Football is being played by two competing teams
3345	2.7	A woman is releasing a fish	A woman is boning a fish
3346	4.4	A couple of boys are playing a video game	Two boys on the couch are playing video games
3347	3.0	The boy is playing the piano	The boy is not playing the piano
3348	2.8	A man is silent	A man is singing
3349	3.6	Three teen girls are dancing in the room	Some teenage girls are dancing for the camera.
3350	1.4	A person is wearing a hat and is sitting on the grass.	A man is running in a field
3351	3.7	A boy is playing a keyboard	There&#39;s no boy playing a keyboard
3352	1.2	A man is carelessly holding a frog	A man is filling a container made of plastic.
3353	3.5	A man is riding a horse	A man is driving a vehicle.
3354	3.6	A boy in a red and black slide is wearing a jacket and hat and has his knees covered in snow.	A child is slipping in the snow
3355	4.2	The woman is playing the flute	The woman is not playing the flute
3356	4.1	The man is doing floor exercises	The man is not doing floor exercises
3357	3.1	There is no person peeling an onion	The person is slicing onions
3358	3.7	There is no man doing a pose being watched by another man	A man doing a pose is being watched by another man
3359	2.1	Two people are walking two dogs with golden fur in the snow	Two people are in the snow without wearing camouflage clothing
3360	4.0	A woman is getting rid of a flute	A woman is playing the flute
3361	4.4	A cheetah is chasing its prey across a field	A cheetah is stalking its prey breathless across a field
3362	4.1	Several swimmers are jumping out of the water	Several swimmers are jumping in the water
3363	3.0	A man and a woman are not eating	A man and a woman are talking
3364	4.3	A man is coming out of the water	A man is emerging from a swamp
3365	4.2	A father is launching his daughter into a pool	The man is playing a child inside a pool that is near the ocean
3366	3.1	A girl is brushing her hair	A boy is combing his hair
3367	3.6	A man is playing a guitar	There&#39;s no woman playing an electric guitar
3368	1.4	The boy is riding on a tricycle	A woman is riding a motorcycle for water
3369	1.7	A crowd of people are near the water.	A group of mothers in uniform are standing near the children and one is kissing the gate.
3370	3.9	A man is sprinkling spice on several sliced and buttered breads.	A man is putting garlic on some bread slices
3371	3.4	A person is gathering pieces of an onion	A person is chopping an onion
3372	2.7	A man is standing still	A man is running down the road
3373	2.95	Two brown dogs are playing a red ball and are playing in the grass	Two cats are playing with a red ball.
3374	3.2	There are no dogs running happily in the grass	A white dog and a black dog are running side by side on the green grass.
3375	4.3	A child is playing a guitar	A teenager is playing the guitar
3376	3.2	The man is fasting	The man is eating
3377	4.2	A boy is climbing up a climbing wall and is attached to a rope	A climber on the wall is tied with an artificially constructed rope to the boy climbing
3378	1.0	The piano is being played by someone	Someone is feeding an animal
3379	3.3	A person is riding a bicycle on one wheel	A person in a black blouse is doing tricks on a motorcycle
3380	1.965	A man is playing field soccer	A man is playing baseball with a flute
3381	3.3	There&#39;s no man eating a banana	A man is eating a banana.
3382	4.1	A man is holding a trumpet.	A man is playing a trumpet
3383	3.6	A group of boys are playing with a ball in front of a large wooden door.	A wooden ball is being thrown through the door in front of a large group of boys.
3384	3.45	A man is thinking	A woman is thinking of a man
3385	3.9	A badger is cunningly digging the earth	There&#39;s no badger digging the earth shrewdly
3386	4.265	Someone is hitting a camera lens against a nail	The man is hammering a nail with a camera
3387	3.3	A woman is removing cosmetics from her eyelid.	A woman is putting makeup on her eyelid
3388	4.8	There&#39;s no man performing a trick on a green bike	A man is performing a trick on a green bike
3389	1.3	A man is riding an animal	A man is driving a car.
3390	3.8	Two teams are playing field soccer	Different teams are playing soccer on the field
3391	3.6	A toy train is without a toy car	A toy train is hitting a toy car
3392	3.55	A deer is jumping over a fence	A deer is not jumping over the fence
3393	2.8	A woman is peeling a potato	There&#39;s no woman peeling a potato
3394	4.2	A person is playing the keyboard	A pianist is playing the keyboard
3395	1.4	A cat is playing with a device	The boy is not playing in the mud
3396	3.6	There&#39;s no woman squeezing the juice of a lemon	A woman is squeezing juice from a lemon.
3397	3.2	A dog is excitedly playing with water in the grass.	The dog is biting a few drops of water
3398	2.6	There&#39;s no monkey riding a bike	A man is riding a bicycle
3399	2.3	A woman is wearing an Egyptian cap	The woman with a black hat is wearing sunglasses
3400	4.2	A woman with a ponytail is climbing a stone wall	A woman with braids is climbing a stone wall
3401	3.4	The man is setting up the camera and taking pictures of the sunset at the beach	A man is taking pictures of a lake
3402	4.7	The woman is measuring the other woman	You are measuring another woman&#39;s ankle
3403	3.8	The girl in blue and white uniform is cheering	A girl in a blue uniform is quickly raising her arm
3404	1.3	Masked people are looking in the same direction in a forest	A small girl is looking at a fantasy woman
3405	4.435	A man is walking down the road	A man is slowly walking down a road.
3406	3.7	A person is slicing a loaf of bread	There&#39;s no man slicing some bread
3407	3.6	Some ingredients are being mixed in a bowl by one person.	A woman is vigorously breaking two eggs in a bowl.
3408	4.7	A guitar player has flowing blond hair	One person has flowing blond hair and is playing guitar
3409	3.1	A man is laughing	A man is screaming
3410	3.535	Meat is being poured into a frying pan	A frying pan is being poured over the meat
3411	4.3	A man is playing the drums	There&#39;s no man playing the drums
3412	3.5	A white and brown dog is struggling through the water	A dog that has a brown and white coat is sitting in the shallows
3413	3.9	There&#39;s no boy playing a guitar	A child is playing a guitar
3414	3.4	A man is emptying a container made of plastic	A man is filling a container made of plastic.
3415	3.6	A person is tearing paper	A man is cutting a ticket.
3416	2.9	The man in the gray t-shirt is sitting on a rock in front of the waterfall	A woman is sitting and looking at a waterfall
3417	3.8	A young child is wearing green boots and playing in a muddy puddle	A small boy is jumping in a puddle on the street.
3418	3.1	A cowgirl is riding in a barrel near a horse at the corner	The brown horse stands near a red barrel at the rodeo.
3419	4.1	The man and the boy are standing under the stairs, which is outdoors	The man and the boy are standing at the top of the stairs, which are outdoors.
3420	2.3	Two boys on the couch are playing video games	Two boys are studying
3421	4.0	A man and a woman are eating.	A man and a woman are eating happily
3422	2.4	A man is talking	A man is standing still
3423	3.6	A man is outside and is throwing blades at a nearby target.	The man is throwing knives at the tree.
3424	3.4	A kitten is playing with a toy.	A kitten is getting bored
3425	1.0	The woman is not pouring oil into the frying pan	The boy is playing the piano
3426	3.8	The man is cooking potato wedges	The man is slicing the potato
3427	2.1	A mother is giving her baby a corral with a walking rhino.	A baby rhino is walking around a cage with its mother
3428	4.1	Someone is falling off a horse	The man is being knocked off the horse
3429	2.3	A cat is playing a keyboard	A musician is playing two keyboards.
3430	4.7	The woman wearing silver pants with pink bell-bottom and a red scarf is happily riding a bicycle	The woman wearing silver pants with the pink bell-mouth and a pink scarf is riding a bicycle
3431	3.915	Someone is cooking okra in a pan	Someone is boiling okra in a pan
3432	3.8	Two men are competing in a tire race	Two people in a race are turning the tires of a tractor
3433	3.3	Jockeys are riding horses in the field, which is completely green	Some horses are competing furiously on the green grass and jumping over an obstacle.
3434	2.6	The piano is being played by a man	A man is playing a wooden flute
3435	3.7	The woman is not catching and holding a kangaroo baby	The woman is catching and holding a kangaroo baby
3436	4.3	The cat is playing keyboards	A cat is playing a piano
3437	3.5	There&#39;s no man slicing a bread	A man is slicing a bread
3438	3.4	A man and a woman are standing in the woods	A man and a woman are walking through the woods
3439	1.0	A person is performing a card trick	A man is frying food
3440	3.45	Some ingredients are being separated into a bowl by one person.	A woman is breaking two eggs in a bowl
3441	3.7	Two kids are playing in a pool with a green colored crocodile float	Two kids are pulling an inflatable crocodile out of a pool
3442	3.6	Some women are dancing.	There&#39;s no woman dancing
3443	3.7	A man is sitting comfortably at the table.	A man is sitting at the table arguing comfortably.
3444	3.5	A man and a woman are walking through the woods together	A man and a woman are walking around the city together.
3445	4.0	The badger is not digging a hole	The badger is digging a hole
3446	4.3	A person is riding a bicycle on one wheel	A skilled person is riding a bicycle on a wheel
3447	4.6	A woman is applying cosmetics on her eyelid.	A woman is carefully applying cosmetics on her eyelid.
